
Log started (V12.3.0.0) Tue Nov 08 15:47:00 2022

New value for results output screen indicator and file: y 1108a.txt
Variable Name           Solution Value
S021409020105                 0.980000
S021409020106                 1.730000
S021409020114               116.300000
S021409020115               150.600000
S021409020116               148.900000
S021409020117               439.300000
S021409020118               105.500000
S021409020119                54.140000
S021409020200                 0.932800
S021409020201                 1.990000
S021409020204                 7.580000
S021409020207                30.380000
S021409020215                32.270000
S021409020217                11.160000
S021409020300                 0.844800
S021409020302                 5.040000
S021409020322               120.000000
S021409020700                14.877600
S021409020701                 3.190000
S021409020702                48.010000
S021409020703                34.400000
S021409020704                91.790000
S021409020705                55.380000
S021409020706               157.800000
S021409020707                11.380000
S021409020709                71.190000
S021409020711                66.290000
S021409020713                21.820000
S021409020714               170.700000
S021409020715               259.600000
S021409020716               372.000000
S021409020717               432.300000
S021409020724                 8.430000
S021409020800                31.970000
S021409020801                20.670000
S021409020802                95.370000
S021409020803               150.100000
S021409020804               250.000000
S021409020805               358.200000
S021409020806               255.900000
S021409020807                38.740000
S021409020808                15.870000
S021409020809                15.050000
S021409020811                81.190000
S021409020812                52.190000
S021409020813               176.000000
S021409020823               143.000000
S021409020824               200.800000
S021409020825               371.000000
S021409021100                82.570000
S021409021106                25.930000
S021409021107                42.830000
S021409021108               127.600000
S021409021200               348.740000
S021409021201               170.900000
S021409021202                38.270000
S021409021203                46.260000
S021409021204                83.510000
S021409021205               210.100000
S021409021206               305.200000
S021409021207               190.500000
S021409021208               487.700000
S021409021209               317.400000
S021409021210               692.200000
S021409021211               441.000000
S021409021212               190.500000
S021409021213               136.200000
S021409021214               597.600000
S021409021215               114.300000
S021409021216               260.900000
S021409021217               519.000000
S021409030100                 1.144000
S021409030102                 4.430000
S021409030104                 0.290000
S021409030105                 1.280000
S021409030111                 0.360000
S021409030115               140.400000
S021409030116               226.700000
S021409030118                62.000000
S021409030119                78.160000
S021409030300                15.098000
S021409030307                 0.780000
S021409030317                 1.060000
S021409030700               336.755000
S021409030701                32.390000
S021409030702               154.300000
S021409030703               439.500000
S021409030704               106.400000
S021409030705               154.000000
S021409030706               313.500000
S021409030707               124.400000
S021409030708                63.930000
S021409030709                17.450000
S021409030711                 4.410000
S021409030713                68.910000
S021409030714                11.510000
S021409030724                29.910000
S021409030800                65.821600
S021409030801                13.930000
S021409030802                30.820000
S021409030804                75.400000
S021409030805               140.000000
S021409030806               229.000000
S021409030807                76.200000
S021409030808               180.800000
S021409030809               172.100000
S021409030811               105.600000
S021409030812                37.720000
S021409030823                98.950000
S021409031100                87.620000
S021409031104                 0.900000
S021409031111                 5.080000
S021409031115                 5.090000
S021409031200              1027.200000
S021409031201               228.000000
S021409031202               142.700000
S021409031203               239.100000
S021409031204               300.700000
S021409031205               354.500000
S021409031206               350.300000
S021409031207               733.200000
S021409031208               132.900000
S021409031209               934.800000
S021409031210               457.300000
S021409031211               358.300000
S021409031212               500.200000
S021409031213               317.800000
S021409031214               538.500000
S021409031215               272.000000
S021409031216               352.500000
S021409031217               495.200000
S021409040100                22.025600
S021409040200                16.060000
S021409040201                 3.060000
S021409040203                12.570000
S021409040700               124.270000
S021409040701                15.450000
S021409040702                12.470000
S021409040705               113.100000
S021409040707                 0.340000
S021409040708                10.710000
S021409040812                34.460000
S021409040823                16.010000
S021409041100               294.160000
S021409041101                 0.080000
S021409041103                55.740000
S021409041104                 3.180000
S021409041105               135.400000
S021409041107                15.220000
S021409041108                40.920000
S021409041109                89.540000
S021409041110               161.300000
S021409041200               451.710000
S021409041201               216.400000
S021409041202                78.520000
S021409041203                33.820000
S021409041204               150.100000
S021409041205               106.200000
S021409041206               422.900000
S021409041207               896.600000
S021409041208               168.700000
S021409041209               262.200000
S021409041210               338.900000
S021409041211               133.900000
S021409041212                92.870000
S021409041213               198.900000
S021409041214               412.200000
S021409041215                63.660000
S021409041216               151.400000
S021409041217              1055.000000
S030501040100              1126.020000
S030501040106               133.100000
S030501040107               102.200000
S030501040108                76.560000
S030501040110                27.880000
S030501040116                57.170000
S030501040118                 7.530000
S030501040200               425.090000
S030501040201                72.120000
S030501040202                44.490000
S030501040203                56.310000
S030501040204               192.300000
S030501040205                75.490000
S030501040206               242.300000
S030501040207               131.300000
S030501040208                55.980000
S030501040209                32.620000
S030501040211                20.000000
S030501040212                25.770000
S030501040213               115.200000
S030501040214                44.270000
S030501040215                60.980000
S030501040216                10.690000
S030501040217                 1.210000
S030501040218                17.390000
S030501040302                14.890000
S030501040303                15.090000
S030501040304                 4.310000
S030501040305                 7.430000
S030501040306                12.890000
S030501040705                 6.220000
S030501040708                55.490000
S030501041100              5708.700000
S030501041101              1339.000000
S030501041102              1093.000000
S030501041103               266.600000
S030501041104              1101.000000
S030501041105              1718.000000
S030501041106              1114.000000
S030501041107              1419.000000
S030501041108               610.100000
S030501041109               920.100000
S030501041110               367.800000
S030501041111               447.500000
S030601040100              1278.186000
S030601040106               192.700000
S030601040107                12.180000
S030601040108               268.300000
S030601040109               551.600000
S030601040110               207.700000
S030601040116                97.640000
S030601040117               112.100000
S030601040118               367.500000
S030601040119               401.700000
S030601040120                93.020000
S030601040121                95.190000
S030601040200              1865.760000
S030601040201               386.200000
S030601040207               305.700000
S030601040208               341.500000
S030601040209               563.300000
S030601040210               488.900000
S030601040211               329.800000
S030601040217               112.500000
S030601040218               503.200000
S030601040219               651.300000
S030601040220               590.400000
S030601040221               117.000000
S030601040222               390.000000
S030601040300                99.890000
S030601040301               115.000000
S030601040309                15.350000
S030601040310                 1.130000
S030601040311               164.800000
S030601040318                 7.740000
S030601040319                13.390000
S030601040321                13.260000
S030601040322                 9.970000
S030601040700               746.210000
S030601040701                89.880000
S030601040702                26.630000
S030601040703                37.270000
S030601040705               405.100000
S030601040706              1261.000000
S030601040707               849.100000
S030601040708              1689.000000
S030601040709               106.200000
S030601040710                42.410000
S030601040711               102.100000
S030601040712               133.400000
S030601040713               195.300000
S030601040714               310.100000
S030601040715               199.200000
S030601040716                85.660000
S030601040717               987.700000
S030601040718              2101.000000
S030601040719               148.800000
S030601040720                60.400000
S030601040721               108.300000
S030601040722               158.900000
S030601040723                28.400000
S030601040724               123.900000
S030601041100              5441.650000
S030601041101               382.100000
S030601041102               781.300000
S030601041103              1291.000000
S030601041104              2199.000000
S030601041105               734.200000
S030601041106               278.900000
S030601041107               451.000000
S030601041108               627.900000
S030601041109               138.500000
S030601041110               114.400000
S030601041111                58.530000
S030701010100                 0.740000
S030701010108                27.030000
S030701010200                 6.417000
S030701010209                41.190000
S030701010210                43.010000
S030701010211                 0.690000
S030701010710                20.810000
S030701010715                56.290000
S030701010717                11.430000
S030701011102                 2.420000
S030701011109                31.990000
S030701020105                34.270000
S030701020108               230.500000
S030701020109               238.600000
S030701020110               108.400000
S030701020111                18.060000
S030701020112                42.600000
S030701020115                 7.680000
S030701020120               981.400000
S030701020121                 2.850000
S030701020206                 7.870000
S030701020209               110.000000
S030701020210               310.400000
S030701020211               659.500000
S030701020212               738.400000
S030701020213                 2.960000
S030701020214                75.990000
S030701020215                50.490000
S030701020216               103.200000
S030701020219                83.220000
S030701020221                 0.240000
S030701020711                 1.650000
S030701020712               336.800000
S030701020714                39.580000
S030701020715                10.510000
S030701020718                62.000000
S030701020723                 0.090000
S030701021100               129.670000
S030701021101               143.100000
S030701021102                14.880000
S030701021104                15.760000
S030701021108                59.570000
S030701021111                43.430000
S030701030100               794.563000
S030701030101               158.800000
S030701030106                 1.580000
S030701030108                 2.960000
S030701030109                 5.420000
S030701030110                81.760000
S030701030111               136.100000
S030701030112               148.600000
S030701030113                 6.650000
S030701030115               110.200000
S030701030116                44.420000
S030701030117                57.030000
S030701030118               100.300000
S030701030119                95.370000
S030701030120                75.420000
S030701030121               121.500000
S030701030200              1942.070000
S030701030201               234.000000
S030701030202               129.800000
S030701030203                49.180000
S030701030204                93.890000
S030701030205               216.600000
S030701030208                37.920000
S030701030209                89.030000
S030701030210               762.300000
S030701030211               787.800000
S030701030212               416.900000
S030701030213               158.400000
S030701030214                 2.500000
S030701030215                45.370000
S030701030216               424.700000
S030701030217                73.390000
S030701030218               359.100000
S030701030220               133.800000
S030701030221               169.300000
S030701030300                28.020000
S030701030303                11.010000
S030701030304               274.200000
S030701030305                 0.140000
S030701030306                15.860000
S030701030308                61.180000
S030701030309                89.000000
S030701030310                36.690000
S030701030311               173.700000
S030701030312               120.200000
S030701030313                98.260000
S030701030315                37.980000
S030701030317                42.850000
S030701030318                 4.270000
S030701030321                30.750000
S030701030704                46.760000
S030701030709                22.370000
S030701030710               304.100000
S030701030712               489.400000
S030701030713                86.540000
S030701030714                 4.100000
S030701030717                 3.370000
S030701030719                 8.330000
S030701030720               112.500000
S030701031100               333.690000
S030701031101                99.870000
S030701031102                28.070000
S030701031103               121.100000
S030701031104                 4.480000
S030701031105               111.700000
S030701031106                33.640000
S030701031107                87.220000
S030701031108                34.910000
S030701031110                24.370000
S030701031111                36.250000
S030701040100                 8.219000
S030701040101               105.400000
S030701040103                11.090000
S030701040106                68.840000
S030701040107               979.500000
S030701040108                83.130000
S030701040109               526.000000
S030701040110               346.600000
S030701040111               479.000000
S030701040112                93.910000
S030701040115               635.400000
S030701040116                20.810000
S030701040117                26.210000
S030701040118               139.300000
S030701040120                50.710000
S030701040200                35.850000
S030701040208               297.100000
S030701040209                83.530000
S030701040210                50.570000
S030701040211               228.800000
S030701040217                57.540000
S030701040218                 5.430000
S030701040306                 4.560000
S030701040309                 6.830000
S030701040311                 4.160000
S030701040314                16.500000
S030701040315                 0.170000
S030701040702               184.800000
S030701040710                 1.250000
S030701040712                 0.210000
S030701040720                33.450000
S030701041100               290.580000
S030701041101               352.600000
S030701041102                28.190000
S030701041103                33.130000
S030701041104                19.530000
S030701041107               168.700000
S030701041108                35.820000
S030701041109                32.320000
S030701041110                34.100000
S030701041111                 9.010000
S030702010100                 1.716000
S030702010109                12.230000
S030702010110                16.390000
S030702010200                46.648000
S030702010207                20.930000
S030702010208                82.640000
S030702010210               140.500000
S030702010211                47.410000
S030702010308                47.090000
S030702010310                22.420000
S030702010311                35.480000
S030702010313               172.900000
S030702010315                 0.070000
S030702010704               366.000000
S030702010705                21.940000
S030702010706                46.000000
S030702010707                32.640000
S030702010708               144.500000
S030702010715                58.160000
S030702011100                79.850000
S030702011101                20.300000
S030702011102                35.970000
S030702011107                23.600000
S030702011109                 1.580000
S030702011110               116.200000
S030702020100                11.910000
S030702020101                 4.270000
S030702020102                 9.000000
S030702020109                 2.650000
S030702020112                50.000000
S030702020200                13.310000
S030702020202                31.230000
S030702020203                32.030000
S030702020206                 7.720000
S030702020208                 9.240000
S030702020213               269.500000
S030702020214                 4.240000
S030702020215                31.780000
S030702020217                17.930000
S030702020300                 8.193000
S030702020302                85.860000
S030702020313                87.330000
S030702020320                11.040000
S030702020700                37.600000
S030702020704                28.350000
S030702020705                 2.110000
S030702020708                56.170000
S030702020711                22.900000
S030702020712                 7.780000
S030702020713                 1.930000
S030702020715               362.400000
S030702020716                 7.310000
S030702020718                 6.050000
S030702020800                 0.748000
S030702020815                13.990000
S030702021100               405.940000
S030702021102                34.840000
S030702021104                 8.700000
S030702021105                10.620000
S030702021107                 4.020000
S030702021109                19.610000
S030702030100               153.950000
S030702030102                40.650000
S030702030103                14.020000
S030702030104                22.110000
S030702030105                 6.310000
S030702030107                 8.610000
S030702030108                11.910000
S030702030109               333.300000
S030702030110               220.000000
S030702030111                37.540000
S030702030112               258.600000
S030702030114                 9.270000
S030702030116                75.450000
S030702030117                33.200000
S030702030119               148.500000
S030702030120                28.030000
S030702030200               277.571000
S030702030201                10.550000
S030702030202                14.850000
S030702030205                25.560000
S030702030206                13.740000
S030702030207                 9.180000
S030702030208                33.180000
S030702030212                26.350000
S030702030213               114.900000
S030702030217               120.900000
S030702030218                38.740000
S030702030219                 7.820000
S030702030220                25.240000
S030702030221                39.590000
S030702030222                28.300000
S030702030307                 4.700000
S030702030309                 3.140000
S030702030310                78.570000
S030702030311                 0.140000
S030702030317                 0.080000
S030702030700                18.280000
S030702030701                26.980000
S030702030705                17.780000
S030702030707                 8.490000
S030702030709                 3.020000
S030702030712                92.180000
S030702030713               156.800000
S030702030714               121.800000
S030702030715                40.780000
S030702030719                23.830000
S030702030720                19.910000
S030702030723                45.150000
S030702031100               425.390000
S030702031101                73.320000
S030702031102                25.530000
S030702031103                 4.900000
S030702031104                67.810000
S030702031106               150.200000
S030702031107                88.200000
S030702031109                33.790000
S030702031110                21.860000
S030702031111                 4.570000
S030702040100                19.910000
S030702040104              1004.000000
S030702040105                 5.080000
S030702040108               145.400000
S030702040109               179.800000
S030702040110                 6.800000
S030702040112                 8.130000
S030702040113                15.550000
S030702040119                 7.120000
S030702040200                50.190000
S030702040213                 8.210000
S030702040214               186.000000
S030702040221                10.540000
S030702041100                85.170000
S030702041101                72.010000
S030702041103                31.040000
S030702041104               130.600000
S030702041111                 5.160000
S030704010109                15.380000
S030704010111                46.520000
S030704010212                80.070000
S030704010213               175.000000
S030704010300                12.320000
S030704010309                11.190000
S030704010310                 8.090000
S030704010317                22.730000
S030704010318                53.860000
S030704010321                39.260000
S030704010702                27.270000
S030704010712                27.480000
S030704010713                77.920000
S030704010719                61.410000
S030704010723                12.430000
S030704011100              1128.750000
S030704011109                73.370000
S030704020100               371.420000
S030704020101                29.870000
S030704020104                 8.360000
S030704020108                16.610000
S030704020109                 8.380000
S030704020111               100.900000
S030704020112                87.710000
S030704020116               317.600000
S030704020117               273.100000
S030704020119               137.800000
S030704020200               853.230000
S030704020201               552.900000
S030704020202                 6.550000
S030704020204                31.220000
S030704020205                14.430000
S030704020207                 5.250000
S030704020208                 9.650000
S030704020209                22.690000
S030704020210                25.640000
S030704020212               132.200000
S030704020213                13.090000
S030704020220               153.000000
S030704020221                87.440000
S030704020222               185.800000
S030704020302                 5.070000
S030704020305                93.360000
S030704020308                62.530000
S030704020704               391.500000
S030704020705               107.200000
S030704020706                22.940000
S030704020708                52.050000
S030704020710                19.010000
S030704020711                25.490000
S030704020712                64.680000
S030704020713               119.300000
S030704020714                21.960000
S030704020720                 3.340000
S030704020722               126.100000
S030704020723                97.650000
S030704021100                 2.960000
S030704021103                23.570000
S030704021110                10.670000
S030704021111                 4.970000
S030704021214               129.100000
S030704030103                13.190000
S030704030109                52.590000
S030704030111               289.300000
S030704030112                45.590000
S030704030115               153.100000
S030704030116                 1.780000
S030704030204                 5.680000
S030704030210                79.460000
S030704030211                51.510000
S030704030212               428.500000
S030704030213                15.970000
S030704030215                58.510000
S030704030218                 2.060000
S030704030310               183.400000
S030704030312               109.200000
S030704030313                 3.040000
S030704030316                38.740000
S030704030318                 5.860000
S030704030700               176.900000
S030704030706                39.200000
S030704030710                 4.810000
S030704030712                58.570000
S030704030714                 5.100000
S030704030715               137.000000
S030704030717                60.050000
S030704030720                13.190000
S030704030722                12.080000
S030704031100              1340.000000
S030704031101               175.900000
S030704031104                12.650000
S030704031107                28.220000
S030704031111                 5.830000
S030704040108                 9.660000
S030704040109                75.110000
S030704040110               243.000000
S030704040111                52.840000
S030704040112                13.510000
S030704040117                45.790000
S030704040212               229.400000
S030704040214                77.250000
S030704040218                19.850000
S030704040312               169.300000
S030704040314                13.910000
S030704040316                82.790000
S030704040318                 3.980000
S030704041100               162.350000
S030704041103                28.470000
S030704041107                 4.910000
S030707010711                30.260000
S030707011100                 5.610000
S030707020104                34.250000
S030707020108                 1.110000
S030707020117                48.420000
S030707020120                 3.840000
S030707020121                 9.780000
S030707020200                40.660000
S030707020203                17.220000
S030707020209               218.600000
S030707020210                21.530000
S030707020213                67.090000
S030707020218                 4.830000
S030707020220                 8.720000
S030707020309                47.130000
S030707020313                10.620000
S030707020317                26.860000
S030707020318                40.530000
S030707020320                13.600000
S030707020322                 4.730000
S030707020711                15.720000
S030707020712                12.860000
S030707020720                14.830000
S030707020722                 9.900000
S030707030108                27.040000
S030801010814                70.310000
S030801010815                 4.510000
S030801011100                 3.270000
S030801011110                16.400000
S030801020211                72.760000
S030801020212                51.270000
S030801020310                 1.250000
S030801020311                68.340000
S030801020312                 3.970000
S030801020713                33.760000
S030801020714                 5.310000
S030801020718                84.350000
S030801020722                65.470000
S030801020800                 5.078000
S030801020816                33.980000
S030801021100                36.670000
S030801021104                35.970000
S030801021105                 5.560000
S030801030100                47.044000
S030801030108                56.530000
S030801030110                17.070000
S030801030111                12.200000
S030801030112                24.190000
S030801030114                 1.600000
S030801030116                 1.010000
S030801030118                 1.130000
S030801030119                 0.150000
S030801030120                42.710000
S030801030200               113.710000
S030801030207                 7.430000
S030801030208               253.300000
S030801030209                15.920000
S030801030210                56.120000
S030801030211               131.600000
S030801030212               152.800000
S030801030213                27.860000
S030801030214                56.160000
S030801030217               137.200000
S030801030219                54.150000
S030801030300                30.920000
S030801030305                12.290000
S030801030307                52.410000
S030801030310                24.960000
S030801030311                52.020000
S030801030312                22.640000
S030801030313                21.020000
S030801030317                37.490000
S030801030319                43.710000
S030801030704                36.940000
S030801030710               222.100000
S030801030712                19.610000
S030801030713                67.900000
S030801030714               231.300000
S030801030716                 0.300000
S030801030720               119.200000
S030801030722               116.000000
S030801031100               353.340000
S030801031101               184.100000
S030801031102                81.030000
S030801031103                57.560000
S030801031104                38.500000
S030801031105                26.230000
S030801031108                19.400000
S030801031109                 2.510000
S030801031110                24.880000
S030801031111               118.800000
S030801040108                42.810000
S030801040111                95.040000
S030801040114                23.130000
S030801040115                35.520000
S030801040212                28.270000
S030801040215                 8.010000
S030801040216               257.300000
S030801040309                 7.720000
S030801040310                57.810000
S030801040311                28.480000
S030801040318                82.850000
S030801041100               115.040000
S030801041101               397.400000
S030801041102               551.100000
S030801041103                32.920000
S030801041104                13.820000
S030801041105                 8.440000
S030801041106                 6.020000
S030801041111               250.000000
S030802010215                17.460000
S030802010302                57.850000
S030802010314                37.910000
S030802010711               116.800000
S030802010721                28.720000
S030802010810                58.190000
S030802010811                 0.810000
S030802011100               101.540000
S030802011102                20.640000
S030802011104                78.640000
S030802011110                26.680000
S030802011213                 4.130000
S030802020710               173.000000
S030802020800                 3.406000
S030802021100               409.200000
S030802030100                88.370000
S030802030101                17.000000
S030802030102                21.400000
S030802030106                 6.800000
S030802030108                50.820000
S030802030109                82.420000
S030802030110                41.890000
S030802030111                61.830000
S030802030112                65.660000
S030802030200               129.208000
S030802030201               124.200000
S030802030202               102.700000
S030802030203                28.580000
S030802030204                59.540000
S030802030205                 8.900000
S030802030206                15.880000
S030802030207               139.400000
S030802030208                39.450000
S030802030209                93.460000
S030802030210               136.800000
S030802030211                21.390000
S030802030212                87.080000
S030802030213                26.340000
S030802030214                27.740000
S030802030215                31.290000
S030802030216                58.640000
S030802030218                58.870000
S030802030300                19.100000
S030802030304                 6.550000
S030802030305               100.500000
S030802030308                76.060000
S030802030311                12.110000
S030802030317                16.890000
S030802030318                62.770000
S030802030319                49.110000
S030802030320                23.900000
S030802030322                20.860000
S030802030704               107.800000
S030802030705                78.480000
S030802030710               216.700000
S030802030712                 9.980000
S030802030716                71.060000
S030802030717                 8.470000
S030802030718                 6.110000
S030802030722                19.200000
S030802030724               120.900000
S030802031100               238.750000
S030802031102                11.750000
S030802031104                33.750000
S030802031105                 8.980000
S030802031106               217.800000
S030802031107                73.240000
S030802031108                 5.520000
S030802031110                45.830000
S030802031111                 9.200000
S030802040117                25.550000
S030802041102                 1.150000
S030804010100               102.380000
S030804010106                 9.310000
S030804010109                 7.380000
S030804010110                26.930000
S030804010111                20.340000
S030804010112                 8.870000
S030804010113                29.190000
S030804010114                32.610000
S030804010200                14.552000
S030804010201                 7.210000
S030804010202                13.720000
S030804010206                96.710000
S030804010209                 9.700000
S030804010210                42.450000
S030804010211                26.680000
S030804010217                 5.020000
S030804010222                 7.360000
S030804010300                90.086000
S030804010302                94.390000
S030804010303                52.130000
S030804010305                 9.810000
S030804010310                86.080000
S030804010311                31.310000
S030804010317                57.500000
S030804010700               240.370000
S030804010704                 1.920000
S030804010707                13.450000
S030804010709                 9.790000
S030804010711                 6.240000
S030804010712                19.770000
S030804010713                23.400000
S030804010714               164.700000
S030804010715                68.570000
S030804010717                38.640000
S030804010718                 8.510000
S030804010724                20.800000
S030804011100               621.540000
S030804011101               129.500000
S030804011102                41.610000
S030804011103                39.480000
S030804011104               148.000000
S030804011105                47.990000
S030804011107                10.250000
S030804011108                 9.350000
S030804011109                 4.280000
S030804011110                96.150000
S030804011200                20.980000
S030804011201                24.720000
S030804011202                16.460000
S030804011203                23.330000
S030804011204                51.240000
S030804011205               165.800000
S030804011206               263.500000
S030804011207               299.800000
S030804011208               115.500000
S030804011209               102.000000
S030804011210               279.000000
S030804011211               118.400000
S030804011212               150.000000
S030804011213                72.690000
S030804011214                20.660000
S030804011215                86.320000
S030804011216                 7.880000
S030804020100               506.190000
S030804020105                10.810000
S030804020108                38.610000
S030804020109                85.720000
S030804020110                56.680000
S030804020112                42.590000
S030804020113                86.380000
S030804020114                29.200000
S030804020115                71.530000
S030804020117                13.590000
S030804020118               118.900000
S030804020119                51.250000
S030804020120                45.390000
S030804020121                87.260000
S030804020200               588.690000
S030804020201                72.830000
S030804020202                83.440000
S030804020203               158.300000
S030804020204               105.400000
S030804020205                86.980000
S030804020207                82.730000
S030804020208                77.690000
S030804020209               316.700000
S030804020210                10.280000
S030804020211                92.180000
S030804020212                15.430000
S030804020213                20.360000
S030804020215                40.330000
S030804020216                79.500000
S030804020222                54.050000
S030804020300                72.469000
S030804020301                70.330000
S030804020303                12.350000
S030804020304                54.140000
S030804020306                 8.980000
S030804020307                 2.880000
S030804020308                 9.050000
S030804020310                17.340000
S030804020311                21.130000
S030804020312               131.500000
S030804020314                13.560000
S030804020316                31.140000
S030804020317                43.900000
S030804020318                 6.650000
S030804020701                25.900000
S030804020705                 2.700000
S030804020708                47.710000
S030804020710                44.120000
S030804020712                51.900000
S030804020713                19.800000
S030804020715                10.650000
S030804020716                79.010000
S030804020717               103.200000
S030804020718                31.610000
S030804020722                13.420000
S030804021100               181.870000
S030804021101               183.800000
S030804021103                21.850000
S030804021104                38.580000
S030804021105               113.300000
S030804021107                21.850000
S030804021108                10.300000
S030804021206                10.310000
S030804021207                 8.950000
S030804021208                32.880000
S030804021209                85.990000
S030804021210                99.710000
S030804021211               263.500000
S030804021212               156.700000
S030804021213               173.600000
S030804021214               169.400000
S030804021215               131.100000
S030804021216               144.600000
S030804030102                21.460000
S030804030115                48.870000
S030804030201                14.060000
S030804030206                24.290000
S030804031201                19.060000
S030804031205                25.510000
S030804031206                15.250000
S030804031211                52.190000
S030804031212                59.930000
S030804041206                80.610000
S030805010105                37.460000
S030805010206                 0.070000
S030805010213                23.890000
S030805010312                13.530000
S030805010313                17.120000
S030805010710                 1.410000
S030805010802                 1.640000
S030805011103                21.690000
S030805011108                26.420000
S030805011200                28.810000
S030805011204                23.070000
S030805011207                22.340000
S030805011209                52.110000
S030805020110                 6.570000
S030805020112                 0.380000
S030805020200                 5.544000
S030805020212                 9.300000
S030805020715                 2.500000
S030805021100               111.430000
S030805021101               121.900000
S030805021105                15.580000
S030805021108                 6.730000
S030805021209                13.800000
S030805021214                21.590000
S030805030100               215.772000
S030805030102               119.900000
S030805030105                43.160000
S030805030108                76.910000
S030805030109                16.760000
S030805030110               493.700000
S030805030112               163.400000
S030805030113               117.100000
S030805030114                29.250000
S030805030115                48.080000
S030805030118               108.800000
S030805030119               122.900000
S030805030120                14.360000
S030805030200               175.930000
S030805030202               387.900000
S030805030204              1080.000000
S030805030205                50.960000
S030805030206                76.690000
S030805030209                 8.360000
S030805030211                 8.890000
S030805030213                 7.300000
S030805030216                20.550000
S030805030300                 7.867000
S030805030301                50.760000
S030805030303                 3.080000
S030805030306                25.070000
S030805030308                38.180000
S030805030309               126.200000
S030805030311                70.930000
S030805030313                 4.060000
S030805030706                30.510000
S030805030710                76.550000
S030805030711                41.200000
S030805030713                37.560000
S030805030718               101.100000
S030805030802                52.160000
S030805030806                15.350000
S030805030812                12.270000
S030805030813                 0.190000
S030805030814                36.250000
S030805030815               141.800000
S030805030821                 7.650000
S030805030822                56.620000
S030805030824                27.720000
S030805031100                68.860000
S030805031101                17.100000
S030805031102               252.900000
S030805031105                83.340000
S030805031106                54.210000
S030805031107                10.690000
S030805031204                92.440000
S030805031207                23.350000
S030805031210                58.400000
S030805031213               133.600000
S030805031214                90.970000
S030805031216                 5.840000
S030805040100                79.830000
S030805040107                41.220000
S030805040108               386.700000
S030805040109                20.310000
S030805040110                86.710000
S030805040111               166.600000
S030805040112               472.200000
S030805040115                16.040000
S030805040116               153.600000
S030805040117                84.380000
S030805040119                44.230000
S030805040120                20.480000
S030805040209              2344.000000
S030805040305                 8.890000
S030805040306                 5.900000
S030805040312               433.200000
S030805040313                16.320000
S030805040315               603.600000
S030805040714               314.000000
S030805040715                10.330000
S030805040717                41.890000
S030805040718                18.450000
S030805041100                 7.650000
S030805041101                19.840000
S030805041102                19.440000
S030805041104               430.800000
S030805041106               287.500000
S030805041107                 7.400000
S030805041207                11.440000
S030805041213               307.600000
S030806010101                 3.930000
S030806010102                 3.280000
S030806010103                55.730000
