PROPIETARIO,REGION,ZONA,SITIO,MANEJO,PERIODOPLANTACION,SUPERFICIE
3,8,7,3,6,-9,26.37
3,8,7,3,6,-5,2.77
3,8,7,3,9,-20,6.22
3,8,7,3,9,-19,58.44
3,8,7,3,9,-18,75.1
3,8,7,3,9,-17,3.99
3,8,7,3,9,-16,71.32
3,8,7,3,9,-14,44.57
3,8,7,3,9,-13,35.24
3,8,7,3,9,-12,41.8
3,8,7,3,9,-11,40.82
3,8,7,3,9,-10,20.54
3,8,7,3,9,-9,3
3,8,7,3,9,-8,69.03
3,8,7,3,9,-7,65.51
3,8,7,3,9,-6,28.81
3,8,7,3,9,-5,28.57
3,8,7,3,9,-4,29.71
3,8,7,3,9,-3,238.94
3,8,7,3,9,-2,96.84
3,8,7,3,9,-1,86.19
3,8,7,3,10,-20,3.17
3,8,7,3,10,-10,88.54
3,8,7,3,10,-9,27.92
3,8,7,3,10,-8,44.81
3,8,7,3,10,-7,9.5
3,8,7,3,10,-5,98.25
3,8,7,3,10,-4,131.17
3,8,7,3,10,-3,100.82
3,8,7,3,10,-2,93.01
3,8,7,4,1,-23,2.58
3,8,7,4,1,-1,194.6
3,8,7,4,3,-21,1.87
3,8,7,4,3,-16,13.95
3,8,7,4,6,-21,3.69
3,8,7,4,6,-10,7.46
3,8,7,4,9,-20,82.32
3,8,7,4,9,-19,261.41
3,8,7,4,9,-18,128.3
3,8,7,4,9,-16,113.15
3,8,7,4,9,-15,87.64
3,8,7,4,9,-14,144.38
3,8,7,4,9,-13,183.95
3,8,7,4,9,-12,76.44
3,8,7,4,9,-11,49.45
3,8,7,4,9,-10,216.48
3,8,7,4,9,-9,221.48
3,8,7,4,9,-8,14.89
3,8,7,4,9,-6,27.78
3,8,7,4,9,-5,21.15
3,8,7,4,9,-4,15.74
3,8,7,4,9,-3,93.01
3,8,7,4,9,-2,29.51
3,8,7,4,9,-1,34.18
3,8,7,4,10,-11,4.84
3,8,7,4,10,-3,14.81
3,9,4,1,1,-30,84.81
3,9,4,1,1,-29,43.02
3,9,4,1,1,-25,43.21
3,9,4,1,1,-24,29.63
3,9,4,1,1,-23,272.39
3,9,4,1,1,-22,116.24
3,9,4,1,1,-21,103.86
3,9,4,1,1,-20,43.04
3,9,4,1,1,-19,31.56
3,9,4,1,1,-18,30.22
3,9,4,1,1,-17,152.11
3,9,4,1,1,-16,45.19
3,9,4,1,1,-15,66.94
3,9,4,1,1,-12,194.82
3,9,4,1,1,-11,13.62
3,9,4,1,1,-10,20.63
3,9,4,1,1,-9,83.01
3,9,4,1,1,-7,8.38
3,9,4,1,1,-5,306.16
3,9,4,1,1,-4,180.49
3,9,4,1,1,-3,63.11
3,9,4,1,1,-1,22.45
3,9,4,1,3,-30,121.31
3,9,4,1,3,-29,24.54
3,9,4,1,3,-27,13.02
3,9,4,1,3,-26,150.67
3,9,4,1,3,-25,79.95
3,9,4,1,3,-24,257.59
3,9,4,1,3,-23,42.44
3,9,4,1,3,-22,63.16
3,9,4,1,3,-21,36.55
3,9,4,1,3,-20,102.03
3,9,4,1,3,-19,40.61
3,9,4,1,3,-18,109
3,9,4,1,3,-17,73.19
3,9,4,1,3,-16,152.23
3,9,4,1,3,-15,137.49
3,9,4,1,3,-14,100.02
3,9,4,1,3,-13,83.68
3,9,4,1,3,-12,221.37
3,9,4,1,3,-11,15.63
3,9,4,1,3,-10,50.93
3,9,4,1,3,-8,17.89
3,9,4,1,3,-7,28.42
3,9,4,1,3,-6,98.36
3,9,4,1,3,-4,58.32
3,9,4,1,3,-3,7.38
3,9,4,1,3,-2,53.92
3,9,4,1,4,-30,119.02
3,9,4,1,4,-29,13.9
3,9,4,1,4,-27,6.64
3,9,4,1,4,-25,54.74
3,9,4,1,4,-24,325.74
3,9,4,1,4,-23,43.17
3,9,4,1,4,-22,48.53
3,9,4,1,4,-21,14.58
3,9,4,1,4,-19,3.51
3,9,4,1,4,-18,16.66
3,9,4,1,4,-17,156.1
3,9,4,1,4,-16,16.57
3,9,4,1,4,-12,20.81
3,9,4,1,4,-10,170.71
3,9,4,1,4,-9,21.57
3,9,4,1,4,-7,16.03
3,9,4,1,4,-2,64.53
3,9,4,1,5,-30,8.25
3,9,4,1,5,-27,32.44
3,9,4,1,5,-25,5.75
3,9,4,1,5,-24,6.16
3,9,4,1,5,-21,11.52
3,9,4,1,5,-20,4.66
3,9,4,1,5,-19,2.29
3,9,4,1,5,-18,190.28
3,9,4,1,5,-17,6.91
3,9,4,1,5,-14,193.07
3,9,4,1,5,-12,105.48
3,9,4,1,5,-11,1.77
3,9,4,1,5,-9,36.34
3,9,4,1,5,-7,90.65
3,9,4,1,5,-5,60.36
3,9,4,1,5,-4,290.51
3,9,4,1,5,-3,132.06
3,9,4,1,6,-30,81.49
3,9,4,1,6,-26,211.18
3,9,4,1,6,-24,242.27
3,9,4,1,6,-16,103.42
3,9,4,1,6,-10,19.23
3,9,4,1,6,-6,37.57
3,9,4,1,6,-3,83.96
3,9,4,1,9,-20,191.62
3,9,4,1,9,-19,41.89
3,9,4,1,9,-18,17.88
3,9,4,1,9,-17,35.85
3,9,4,1,9,-16,396.58
3,9,4,1,9,-15,66.76
3,9,4,1,9,-14,11.99
3,9,4,1,9,-13,208.52
3,9,4,1,9,-12,18.53
3,9,4,1,9,-11,36.58
3,9,4,1,9,-10,1.2
3,9,4,1,9,-9,245.62
3,9,4,1,9,-8,367.68
3,9,4,1,9,-7,461.79
3,9,4,1,9,-6,336.66
3,9,4,1,9,-5,157.36
3,9,4,1,9,-4,386.59
3,9,4,1,9,-3,243.04
3,9,4,1,9,-2,514.81
3,9,4,1,9,-1,267.09
3,9,4,1,10,-20,834.76
3,9,4,1,10,-19,44.65
3,9,4,1,10,-18,271.22
3,9,4,1,10,-17,24.11
3,9,4,1,10,-16,68.21
3,9,4,1,10,-15,1.66
3,9,4,1,10,-14,206.06
3,9,4,1,10,-13,445.79
3,9,4,1,10,-12,1419.95
3,9,4,1,10,-11,1488.49
3,9,4,1,10,-10,257.52
3,9,4,1,10,-9,303.66
3,9,4,1,10,-8,363.86
3,9,4,1,10,-7,494.62
3,9,4,1,10,-6,150.37
3,9,4,1,10,-5,65.7
3,9,4,1,10,-4,360.38
3,9,4,1,10,-3,143.69
3,9,4,1,10,-2,221.41
3,9,4,1,10,-1,116.86
3,9,4,2,1,-30,22.98
3,9,4,2,1,-29,2.58
3,9,4,2,1,-27,50.1
3,9,4,2,1,-26,55.28
3,9,4,2,1,-23,6.3
3,9,4,2,1,-21,9.33
3,9,4,2,1,-18,27
3,9,4,2,1,-16,24.27
3,9,4,2,1,-14,257.42
3,9,4,2,1,-11,63.62
3,9,4,2,1,-9,1.75
3,9,4,2,1,-7,4.13
3,9,4,2,1,-6,46.45
3,9,4,2,3,-29,33.75
3,9,4,2,3,-26,11.08
3,9,4,2,3,-23,33.61
3,9,4,2,3,-19,1.9
3,9,4,2,3,-17,24.21
3,9,4,2,3,-16,55.9
3,9,4,2,3,-15,14.18
3,9,4,2,3,-14,23.44
3,9,4,2,3,-8,12.82
3,9,4,2,3,-6,328.02
3,9,4,2,4,-29,32.14
3,9,4,2,4,-26,126.66
3,9,4,2,4,-25,95.62
3,9,4,2,4,-23,9.15
3,9,4,2,4,-21,21.72
3,9,4,2,4,-19,5.42
3,9,4,2,4,-15,83.86
3,9,4,2,4,-11,34.35
3,9,4,2,4,-6,7.65
3,9,4,2,4,-4,14.08
3,9,4,2,4,-3,55.15
3,9,4,2,5,-30,12.75
3,9,4,2,5,-24,104.32
3,9,4,2,5,-17,91.33
3,9,4,2,5,-15,154.97
3,9,4,2,9,-16,2.71
3,9,4,2,9,-14,47.11
3,9,4,2,9,-10,158.13
3,9,4,2,9,-9,1.35
3,9,4,2,9,-8,19.89
3,9,4,2,9,-7,18.4
3,9,4,2,9,-6,18.19
3,9,4,2,9,-4,17.29
3,9,4,2,9,-1,97.05
3,9,4,2,10,-19,25.29
3,9,4,2,10,-16,8.64
3,9,4,2,10,-14,96.98
3,9,4,2,10,-12,280.32
3,9,4,2,10,-11,241.68
3,9,4,2,10,-10,13.96
3,9,4,2,10,-9,142.53
3,9,4,2,10,-8,7.88
3,9,4,2,10,-7,43.77
3,9,4,2,10,-5,4.23
3,9,4,2,10,-4,55.7
3,9,4,3,1,-30,127.96
3,9,4,3,1,-29,25.36
3,9,4,3,1,-26,123.93
3,9,4,3,1,-25,31.1
3,9,4,3,1,-24,4.91
3,9,4,3,1,-21,27.23
3,9,4,3,1,-20,3.73
3,9,4,3,1,-18,34.21
3,9,4,3,1,-13,5.41
3,9,4,3,3,-30,8.5
3,9,4,3,3,-27,22.53
3,9,4,3,3,-26,116.23
3,9,4,3,3,-24,8.41
3,9,4,3,3,-20,7.03
3,9,4,3,3,-14,31.25
3,9,4,3,3,-13,1.24
3,9,4,3,3,-9,31.49
3,9,4,3,3,-2,9.92
3,9,4,3,3,-1,62.1
3,9,4,3,4,-30,14.78
3,9,4,3,4,-29,19.21
3,9,4,3,4,-28,5.32
3,9,4,3,4,-26,23.56
3,9,4,3,4,-25,7.47
3,9,4,3,4,-23,23.91
3,9,4,3,4,-21,12.34
3,9,4,3,4,-10,100.34
3,9,4,3,4,-8,62.04
3,9,4,3,5,-26,55.93
3,9,4,3,5,-25,72.37
3,9,4,3,5,-23,131.85
3,9,4,3,6,-30,21.66
3,9,4,3,6,-29,62.93
3,9,4,3,9,-6,131.16
3,9,4,3,10,-20,205.11
3,9,4,3,10,-19,33.44
3,9,4,3,10,-17,75.06
3,9,4,3,10,-14,22.33
3,9,4,3,10,-13,158.07
3,9,4,3,10,-12,142.03
3,9,4,3,10,-11,141.26
3,9,4,3,10,-8,1.33
3,9,4,3,10,-5,8.99
3,9,4,4,1,-26,9.72
3,9,4,4,1,-23,30.07
3,9,4,4,1,-19,32.47
3,9,4,4,1,-17,70.71
3,9,4,4,1,-16,34.76
3,9,4,4,1,-14,12.37
3,9,4,4,3,-30,4.37
3,9,4,4,3,-26,30.98
3,9,4,4,3,-24,6.67
3,9,4,4,3,-19,113.01
3,9,4,4,3,-14,1.32
3,9,4,4,3,-13,20.73
3,9,4,4,3,-12,5.01
3,9,4,4,3,-11,1.91
3,9,4,4,4,-15,55.06
3,9,4,4,5,-30,20.01
3,9,4,4,6,-21,80.84
3,9,4,4,6,-6,178.84
3,9,4,4,6,-4,61.22
3,9,4,4,6,-3,0.83
3,9,4,4,9,-20,23.61
3,9,4,4,9,-19,4.6
3,9,4,4,9,-17,33.56
3,9,4,4,9,-16,5.27
3,9,4,4,9,-15,22.17
3,9,4,4,9,-8,2.73
3,9,4,4,9,-6,31.25
3,9,4,4,9,-5,5.9
3,9,4,4,9,-4,60.34
3,9,4,4,9,-2,107.86
3,9,4,4,9,-1,73.13
3,9,4,4,10,-18,27.98
3,9,4,4,10,-15,29.18
3,9,4,4,10,-14,15.17
3,9,4,4,10,-13,34.92
3,9,4,4,10,-12,21.37
3,9,4,4,10,-11,372.06
3,9,4,4,10,-9,15.92
3,9,4,4,10,-6,112.47
3,9,4,4,10,-1,14.87
3,9,6,1,1,-30,24.43
3,9,6,1,1,-29,2.9
3,9,6,1,1,-28,16.38
3,9,6,1,1,-24,7.37
3,9,6,1,1,-23,10.06
3,9,6,1,1,-22,10.78
3,9,6,1,1,-19,5.71
3,9,6,1,1,-18,16.45
3,9,6,1,1,-17,23.96
3,9,6,1,1,-15,142.92
3,9,6,1,1,-14,43.77
3,9,6,1,1,-13,19.14
3,9,6,1,1,-12,11.61
3,9,6,1,1,-10,5.78
3,9,6,1,1,-9,9.58
3,9,6,1,1,-8,68.81
3,9,6,1,1,-7,3.76
3,9,6,1,1,-6,82.36
3,9,6,1,1,-4,168.59
3,9,6,1,1,-2,104.22
3,9,6,1,1,-1,151.74
3,9,6,1,3,-30,3.88
3,9,6,1,3,-29,24.81
3,9,6,1,3,-28,27.4
3,9,6,1,3,-26,17.98
3,9,6,1,3,-24,16.8
3,9,6,1,3,-22,8.56
3,9,6,1,3,-21,64.8
3,9,6,1,3,-20,32.13
3,9,6,1,3,-18,26.91
3,9,6,1,3,-17,68.77
3,9,6,1,3,-16,50.57
3,9,6,1,3,-15,43.86
3,9,6,1,3,-14,133.88
3,9,6,1,3,-13,58.23
3,9,6,1,3,-12,91.11
3,9,6,1,3,-11,20.72
3,9,6,1,3,-10,52.67
3,9,6,1,3,-8,14.99
3,9,6,1,3,-7,3.4
3,9,6,1,3,-6,10.32
3,9,6,1,3,-5,16.39
3,9,6,1,3,-4,15.53
3,9,6,1,3,-3,51.16
3,9,6,1,3,-1,62.3
3,9,6,1,4,-30,3.87
3,9,6,1,4,-26,14.36
3,9,6,1,4,-20,6.82
3,9,6,1,4,-18,10.37
3,9,6,1,4,-14,5.54
3,9,6,1,4,-6,51.69
3,9,6,1,4,-4,31.03
3,9,6,1,4,-1,8.41
3,9,6,1,5,-30,33.77
3,9,6,1,5,-23,3.87
3,9,6,1,5,-21,54.98
3,9,6,1,5,-20,18.86
3,9,6,1,5,-18,2.4
3,9,6,1,5,-16,23.07
3,9,6,1,5,-15,16.59
3,9,6,1,5,-13,54.72
3,9,6,1,5,-11,2.89
3,9,6,1,5,-10,23.12
3,9,6,1,5,-9,11.53
3,9,6,1,5,-7,10.59
3,9,6,1,5,-5,92.37
3,9,6,1,5,-4,20.91
3,9,6,1,5,-3,2.91
3,9,6,1,5,-2,75.66
3,9,6,1,5,-1,32.95
3,9,6,1,6,-29,5.33
3,9,6,1,6,-28,2.35
3,9,6,1,6,-26,3.25
3,9,6,1,6,-21,4.52
3,9,6,1,6,-20,32.21
3,9,6,1,6,-19,112.94
3,9,6,1,6,-18,24.39
3,9,6,1,6,-15,3.61
3,9,6,1,6,-12,33.44
3,9,6,1,6,-9,56.35
3,9,6,1,6,-8,54.05
3,9,6,1,6,-6,9.54
3,9,6,1,6,-5,60.21
3,9,6,1,6,-4,3.5
3,9,6,1,6,-1,1.01
3,9,6,1,9,-20,41.26
3,9,6,1,9,-19,20.09
3,9,6,1,9,-18,34.57
3,9,6,1,9,-16,23.92
3,9,6,1,9,-15,81.95
3,9,6,1,9,-14,14.57
3,9,6,1,9,-13,77.39
3,9,6,1,9,-12,8.53
3,9,6,1,9,-11,152.53
3,9,6,1,9,-10,69.39
3,9,6,1,9,-9,174.65
3,9,6,1,9,-8,145.72
3,9,6,1,9,-7,170.93
3,9,6,1,9,-6,211.26
3,9,6,1,9,-5,60.64
3,9,6,1,9,-4,83.05
3,9,6,1,9,-3,24.21
3,9,6,1,9,-2,98.59
3,9,6,1,9,-1,66.27
3,9,6,1,10,-20,4.44
3,9,6,1,10,-18,11.64
3,9,6,1,10,-16,5.63
3,9,6,1,10,-14,80.2
3,9,6,1,10,-13,27.3
3,9,6,1,10,-12,27.52
3,9,6,1,10,-11,25.63
3,9,6,1,10,-10,30.73
3,9,6,1,10,-8,25.85
3,9,6,1,10,-1,11.1
3,9,6,2,1,-30,36.54
3,9,6,2,1,-28,4.41
3,9,6,2,1,-26,10.13
3,9,6,2,1,-22,12.83
3,9,6,2,1,-21,14.49
3,9,6,2,1,-20,20.19
3,9,6,2,1,-19,34.06
3,9,6,2,1,-16,7.07
3,9,6,2,1,-15,30.71
3,9,6,2,1,-14,34.77
3,9,6,2,1,-13,43.03
3,9,6,2,1,-9,100.01
3,9,6,2,1,-8,2.52
3,9,6,2,1,-5,20.23
3,9,6,2,1,-4,5.36
3,9,6,2,1,-2,19.81
3,9,6,2,1,-1,72.99
3,9,6,2,3,-30,57.34
3,9,6,2,3,-29,52.83
3,9,6,2,3,-26,8.44
3,9,6,2,3,-23,21.69
3,9,6,2,3,-21,24.02
3,9,6,2,3,-20,71.52
3,9,6,2,3,-16,17.86
3,9,6,2,3,-14,99.44
3,9,6,2,3,-13,5.79
3,9,6,2,3,-12,3.08
3,9,6,2,3,-11,1.16
3,9,6,2,3,-10,6.92
3,9,6,2,3,-9,4.03
3,9,6,2,3,-8,41.41
3,9,6,2,3,-7,14.2
3,9,6,2,3,-6,3.67
3,9,6,2,3,-4,10.18
3,9,6,2,3,-3,22.91
3,9,6,2,3,-2,11.03
3,9,6,2,3,-1,94.51
3,9,6,2,4,-30,9
3,9,6,2,4,-29,14.74
3,9,6,2,4,-26,6.45
3,9,6,2,4,-21,18.66
3,9,6,2,4,-14,13.49
3,9,6,2,4,-11,0.84
3,9,6,2,4,-10,7.43
3,9,6,2,4,-9,9.52
3,9,6,2,5,-26,6.88
3,9,6,2,5,-17,2.23
3,9,6,2,5,-7,15.47
3,9,6,2,6,-26,36.42
3,9,6,2,6,-21,37.52
3,9,6,2,6,-16,25.1
3,9,6,2,6,-14,51.05
3,9,6,2,6,-2,0.56
3,9,6,2,6,-1,30.34
3,9,6,2,9,-8,68.94
3,9,6,2,9,-7,29.77
3,9,6,2,9,-3,3.41
3,9,6,3,1,-26,4.24
3,9,6,3,1,-18,5.61
3,9,6,3,1,-16,8.22
3,9,6,3,1,-5,36.14
3,9,6,3,1,-1,42.19
3,9,6,3,3,-25,55.91
3,9,6,3,3,-5,33.75
3,9,6,3,3,-3,7.21
3,9,6,3,3,-2,5.97
3,9,6,3,3,-1,3.99
3,9,6,3,4,-16,21.62
3,9,6,3,6,-30,35.96
3,9,6,3,6,-1,54.78
3,9,6,4,1,-22,31.86
3,9,6,4,1,-10,71.96
3,9,6,4,1,-3,28.46
3,9,6,4,1,-2,12.66
3,9,6,4,1,-1,40.36
3,9,6,4,3,-3,65.33
3,9,6,4,3,-1,16.25
3,9,6,4,4,-26,1.23
3,9,6,4,4,-21,21.12
3,9,6,4,4,-13,4.46
3,9,6,4,4,-12,4.27
3,9,6,4,4,-5,135.08
3,9,6,4,5,-5,37.04
3,9,6,4,5,-4,6.24
3,9,6,4,6,-29,35.14
3,9,6,4,6,-22,2.53
3,9,6,4,6,-3,16.3
3,9,6,4,9,-20,13.73
3,9,6,4,9,-15,8.74
3,9,6,4,9,-10,123.7
3,9,6,4,9,-9,37.05
3,9,6,4,9,-8,57.43
3,9,6,4,9,-7,18.85
3,9,6,4,9,-5,21.02
3,9,6,4,9,-4,21.43
3,9,6,4,9,-3,17.46
3,9,6,4,9,-2,6.13
3,9,6,4,9,-1,14.39
3,9,6,4,10,-8,9.6
3,9,7,1,1,-30,18.9
3,9,7,1,1,-26,4.26
3,9,7,1,1,-22,10.3
3,9,7,1,1,-21,6.86
3,9,7,1,1,-19,6.78
3,9,7,1,1,-18,11.3
3,9,7,1,1,-17,14.01
3,9,7,1,1,-16,38.39
3,9,7,1,1,-15,0.86
3,9,7,1,1,-12,4.07
3,9,7,1,1,-10,17.68
3,9,7,1,1,-7,92.31
3,9,7,1,1,-5,45.98
3,9,7,1,1,-4,6.26
3,9,7,1,1,-3,7.23
3,9,7,1,3,-29,36.07
3,9,7,1,3,-24,5.6
3,9,7,1,3,-23,11.05
3,9,7,1,3,-22,62.27
3,9,7,1,3,-21,3.51
3,9,7,1,3,-18,1.8
3,9,7,1,3,-17,1.71
3,9,7,1,3,-16,40.83
3,9,7,1,3,-14,16.22
3,9,7,1,3,-13,6.46
3,9,7,1,3,-11,29.6
3,9,7,1,3,-10,36.32
3,9,7,1,3,-9,5.04
3,9,7,1,3,-8,72.46
3,9,7,1,3,-7,69.23
3,9,7,1,3,-6,43.99
3,9,7,1,3,-5,159.77
3,9,7,1,3,-4,68.12
3,9,7,1,4,-30,15.56
3,9,7,1,4,-27,12.29
3,9,7,1,4,-26,2.98
3,9,7,1,4,-24,3.49
3,9,7,1,4,-20,8.77
3,9,7,1,4,-19,3.72
3,9,7,1,4,-18,1.44
3,9,7,1,4,-17,21.56
3,9,7,1,4,-16,24.08
3,9,7,1,4,-9,1.58
3,9,7,1,4,-7,11.31
3,9,7,1,4,-6,65.63
3,9,7,1,4,-5,25.89
3,9,7,1,4,-3,3.81
3,9,7,1,5,-30,1.57
3,9,7,1,5,-24,9.39
3,9,7,1,5,-23,13.35
3,9,7,1,5,-21,12.47
3,9,7,1,5,-19,183.01
3,9,7,1,5,-13,178.02
3,9,7,1,5,-3,2.59
3,9,7,1,6,-19,69.42
3,9,7,1,6,-17,41.76
3,9,7,1,6,-5,64.77
3,9,7,1,9,-20,102.31
3,9,7,1,9,-19,6.06
3,9,7,1,9,-18,432.49
3,9,7,1,9,-17,211.84
3,9,7,1,9,-16,170.14
3,9,7,1,9,-15,19.89
3,9,7,1,9,-14,31.76
3,9,7,1,9,-13,255.78
3,9,7,1,9,-12,394.76
3,9,7,1,9,-11,583.33
3,9,7,1,9,-10,624.49
3,9,7,1,9,-9,402.02
3,9,7,1,9,-8,70.8
3,9,7,1,9,-7,229.23
3,9,7,1,9,-6,108.95
3,9,7,1,9,-5,148.12
3,9,7,1,9,-4,205.04
3,9,7,1,9,-3,543.19
3,9,7,1,9,-2,135.04
3,9,7,1,10,-17,13.71
3,9,7,1,10,-16,15.47
3,9,7,1,10,-15,25.16
3,9,7,1,10,-11,29.41
3,9,7,1,10,-10,196.08
3,9,7,1,10,-9,178.99
3,9,7,1,10,-8,117.79
3,9,7,1,10,-7,14.35
3,9,7,1,10,-6,27.02
3,9,7,1,10,-5,23.06
3,9,7,1,10,-1,42.69
3,9,7,2,1,-30,68.56
3,9,7,2,1,-28,0.89
3,9,7,2,1,-26,2.93
3,9,7,2,1,-23,49.8
3,9,7,2,1,-22,19.11
3,9,7,2,1,-18,31.54
3,9,7,2,1,-17,10.67
3,9,7,2,1,-16,28.45
3,9,7,2,1,-13,9.08
3,9,7,2,1,-11,163.51
3,9,7,2,1,-7,1.25
3,9,7,2,3,-28,5.26
3,9,7,2,3,-23,18.86
3,9,7,2,3,-22,9.09
3,9,7,2,3,-21,4.9
3,9,7,2,3,-19,26.28
3,9,7,2,3,-16,8.71
3,9,7,2,3,-15,12.41
3,9,7,2,3,-14,3.96
3,9,7,2,3,-11,34.08
3,9,7,2,3,-8,15.77
3,9,7,2,3,-7,14.55
3,9,7,2,3,-4,14.51
3,9,7,2,4,-30,4.51
3,9,7,2,4,-23,110.19
3,9,7,2,4,-18,14.94
3,9,7,2,4,-15,31.94
3,9,7,2,4,-8,0.96
3,9,7,2,5,-23,10.48
3,9,7,2,5,-14,35.24
3,9,7,2,5,-12,5.28
3,9,7,2,5,-11,34.51
3,9,7,2,9,-20,51.24
3,9,7,2,9,-19,11.39
3,9,7,2,9,-17,18.21
3,9,7,2,9,-16,97.03
3,9,7,2,9,-15,87.49
3,9,7,2,9,-14,11.03
3,9,7,2,9,-13,47.87
3,9,7,2,9,-12,86.92
3,9,7,2,9,-11,7.58
3,9,7,2,9,-10,29.11
3,9,7,2,9,-7,416.7
3,9,7,2,9,-6,33.57
3,9,7,2,9,-5,131.5
3,9,7,2,9,-4,18.57
3,9,7,2,9,-3,64.16
3,9,7,2,9,-2,19.09
3,9,7,2,9,-1,3
3,9,7,3,1,-30,3.75
3,9,7,3,1,-26,40.01
3,9,7,3,1,-24,2.6
3,9,7,3,1,-23,9.16
3,9,7,3,1,-19,28.13
3,9,7,3,1,-17,14
3,9,7,3,1,-16,39.65
3,9,7,3,1,-15,38.39
3,9,7,3,1,-13,6.87
3,9,7,3,1,-10,4.41
3,9,7,3,1,-1,2.04
3,9,7,3,3,-27,11.95
3,9,7,3,3,-26,85.21
3,9,7,3,3,-22,12.47
3,9,7,3,3,-19,90.06
3,9,7,3,3,-18,4.83
3,9,7,3,3,-17,18.88
3,9,7,3,3,-16,4.21
3,9,7,3,3,-13,8.88
3,9,7,3,3,-11,4.04
3,9,7,3,3,-5,136.76
3,9,7,3,3,-1,2.97
3,9,7,3,4,-28,55.29
3,9,7,3,4,-26,8.72
3,9,7,3,9,-20,10.5
3,9,7,3,9,-11,17.46
3,9,7,3,9,-9,9.06
3,9,7,3,9,-6,31.66
3,9,7,3,9,-5,36.84
3,9,7,3,9,-4,2.31
3,9,7,3,9,-2,5.71
3,9,7,3,9,-1,48.68
3,9,7,4,1,-30,11.11
3,9,7,4,1,-26,3.26
3,9,7,4,1,-21,7.05
3,9,7,4,1,-17,24.18
3,9,7,4,1,-16,7.38
3,9,7,4,1,-11,2.05
3,9,7,4,1,-10,9.37
3,9,7,4,1,-1,14.75
3,9,7,4,3,-30,6.15
3,9,7,4,3,-22,7
3,9,7,4,3,-17,2.13
3,9,7,4,3,-10,44.08
3,9,7,4,3,-8,25.12
3,9,7,4,3,-7,2.28
3,9,7,4,3,-6,9.14
3,9,7,4,3,-4,4.11
3,9,7,4,3,-1,30.01
3,9,7,4,4,-5,50.87
3,9,7,4,9,-20,23.88
3,9,7,4,9,-18,77.67
3,9,7,4,9,-17,33.43
3,9,7,4,9,-16,122.75
3,9,7,4,9,-15,2.55
3,9,7,4,9,-14,27.49
3,9,7,4,9,-13,1.59
3,9,7,4,9,-11,31.64
3,9,7,4,9,-9,10.67
3,9,7,4,9,-8,83.3
3,9,7,4,9,-6,67.3
3,9,7,4,9,-5,1.59
3,9,7,4,9,-4,215.73
3,9,7,4,9,-3,24.73
3,9,9,1,1,-30,48.09
3,9,9,1,1,-28,196.57
3,9,9,1,1,-11,1.46
3,9,9,1,1,-1,20.97
3,9,9,1,3,-30,13.9
3,9,9,1,3,-29,136.18
3,9,9,1,3,-28,365.99
3,9,9,1,3,-23,4.5
3,9,9,1,3,-21,113.88
3,9,9,1,3,-20,12
3,9,9,1,3,-19,106.86
3,9,9,1,3,-16,8.4
3,9,9,1,3,-9,6.61
3,9,9,1,3,-8,1.57
3,9,9,1,4,-30,387.03
3,9,9,1,4,-19,1.44
3,9,9,1,4,-18,42.2
3,9,9,1,4,-14,15.21
3,9,9,1,4,-13,5.11
3,9,9,1,4,-11,3.66
3,9,9,1,4,-10,11.16
3,9,9,1,5,-19,1.78
3,9,9,1,5,-12,1.36
3,9,9,1,5,-10,21.68
3,9,9,1,5,-9,18.26
3,9,9,1,5,-5,53.11
3,9,9,1,6,-30,39.05
3,9,9,1,6,-19,38.5
3,9,9,1,6,-15,29.98
3,9,9,1,6,-11,1.48
3,9,9,1,6,-9,44.13
3,9,9,1,6,-2,1.88
3,9,9,1,9,-20,70.87
3,9,9,1,9,-19,14.42
3,9,9,1,9,-15,14.23
3,9,9,1,9,-14,44.82
3,9,9,1,9,-13,293.6
3,9,9,1,9,-11,26.39
3,9,9,1,9,-10,13.78
3,9,9,1,9,-8,86.17
3,9,9,1,9,-5,124.69
3,9,9,1,9,-4,19.68
3,9,9,1,9,-3,7.03
3,9,9,1,9,-2,90.28
3,9,9,1,9,-1,102.89
3,9,9,1,10,-18,11.11
3,9,9,1,10,-14,2.52
3,9,9,1,10,-6,4.5
3,9,9,1,10,-1,2.82
3,9,9,2,1,-2,63.42
3,9,9,2,4,-13,11.17
3,9,9,2,4,-9,10.97
3,9,9,2,9,-20,1.83
3,9,9,2,9,-13,1.05
3,9,9,2,9,-11,2.54
3,9,9,2,9,-9,137.42
3,9,9,2,9,-8,26.9
3,9,9,2,9,-7,1.76
3,9,9,2,9,-2,194.95
3,9,9,2,9,-1,21.84
3,9,9,3,9,-20,31.85
3,9,9,3,9,-16,30.38
3,9,9,3,9,-5,30.84
3,9,9,3,9,-3,56.65
3,9,9,3,10,-6,121.67
3,9,9,3,10,-5,9.9
3,9,9,3,10,-4,1.83
3,9,9,4,1,-30,13.48
3,9,9,4,1,-21,2.22
3,9,9,4,1,-19,31.35
3,9,9,4,1,-17,39.54
3,9,9,4,3,-30,21.55
3,9,9,4,3,-25,1.05
3,9,9,4,3,-24,29.1
3,9,9,4,3,-21,11.82
3,9,9,4,3,-17,32.8
3,9,9,4,3,-16,30.05
3,9,9,4,3,-14,6.78
3,9,9,4,3,-11,4.16
3,9,9,4,3,-9,32.41
3,9,9,4,4,-30,16.29
3,9,9,4,4,-21,29.72
